Int1_Name,TS_Name,Int2_Name,Sub_Name,Int1_DeltaG,TS_DeltaG,Int2_DeltaG,Sub_DeltaG,Int1_kcalmol,TS_kcalmol,Int2_kcalmol,fw_td_kcalmol,fw_b_kcalmol,rv_b_kcalmol,Sub_Smiles,Sub_Smiles_minusH,Int1_SMILES,Int2_SMILES,Int1_to_Int2_SMILES,Substrate_SMILES,Substrate_mH_SMILES,Substrate_to_Substrate_mH_SMILES
Styrene_H13_Int1_Sub14,Styrene_H13_interpolation_Sub14_v2,Styrene_H13_Int2_Sub14,Styrene_H13_Int1_Sub14,-933.085828,-933.065995,-933.085291,-348.540224,-0.994587499950086,11.450620000017722,-0.6576199999447851,0.3369675000053007,12.445207499967808,12.108239999962509,,,C=Cc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2cc1C,C=Cc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)ccc1C,C=Cc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2cc1C>>C=Cc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)ccc1C,[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([C]([H])([H])[H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([C]([H])([H])[H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([C]([H])([H])[H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([C]([H])([H])[H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub18,Styrene_H13_interpolation_Sub18_v2,Styrene_H13_Int2_Sub18,Styrene_H13_Int1_Sub18,-1353.308782,-1353.289111,-1353.310562,-768.7639,-0.5415324999881932,11.802020000022251,-1.6584824998790282,-1.116949999890835,12.343552500010446,13.46050249990128,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CCl)cc->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CCl)c1,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CCl)cc->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CCl)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[Cl])[H])[c]([H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[Cl])[H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[Cl])[H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[Cl])[H])[C]([H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub19,Styrene_H13_interpolation_Sub19_v2,Styrene_H13_Int2_Sub19,Styrene_H13_Int1_Sub19,-1128.184397,-1128.164098,-1128.184853,-543.634616,-3.615654999931337,9.121967500082915,-3.901794999922288,-0.2861399999909508,12.737622500014254,13.023762500005205,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC2CCCCC2)cc->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC2CCCCC2)c1,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC2CCCCC2)cc->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC2CCCCC2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[c]([H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[C]([H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub20,Styrene_H13_interpolation_Sub20_v2,Styrene_H13_Int2_Sub20,Styrene_H13_Int1_Sub20,-1050.853532,-1050.833151,-1050.853907,-466.306397,-1.9552900000213924,10.833787500005627,-2.190602499926655,-0.2353124999052624,12.78907750002702,13.024389999932282,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC(C)(C)C)cc->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC(C)(C)C)c1,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC(C)(C)C)cc->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC(C)(C)C)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub21,Styrene_H13_interpolation_Sub21_v2,Styrene_H13_Int2_Sub21,Styrene_H13_Int1_Sub21,-1011.598267,-1011.578015,-1011.598771,-427.06691,7.945405000057235,20.65353500000328,7.629144999999653,-0.3162600000575821,12.708129999946038,13.02439000000362,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC(C)C)cc->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC(C)C)c1,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C=CC(C)C)cc->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc(C=CC(C)C)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub22,Styrene_H13_interpolation_Sub22_v2,Styrene_H13_Int2_Sub22,Styrene_H13_Int1_Sub22,-933.088627,-933.068444,-933.089112,-348.54274,-1.1721699999654334,11.492662500018582,-1.4765074999817784,-0.3043375000163451,12.664832499984016,12.96917000000036,,,CC=Cc1ccc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1,CC=Cc1ccc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,CC=Cc1ccc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1>>CC=Cc1ccc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H],[C]1[C]([H])[C]([C]([C]([H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([H])[C]([C]([C]([H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]1[H]
Styrene_H13_Int1_Sub2,Styrene_H13_interpolation_Sub2_v2,Styrene_H13_Int2_Sub2,Styrene_H13_Int1_Sub2,-1353.308585,-1353.289516,-1353.309342,-768.764294,-0.1706799999971053,11.795117499968342,-0.6456975000105558,-0.4750175000134504,11.965797499965449,12.440814999978898,,,C=Cc1ccc(Cl)c2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1ccc(Cl)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,C=Cc1ccc(Cl)c2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1ccc(Cl)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[Cl],[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[Cl],[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[Cl]>>[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[Cl]
Styrene_H13_Int1_Sub3,Styrene_H13_interpolation_Sub3_v2,Styrene_H13_Int2_Sub3,Styrene_H13_Int1_Sub3,-1128.183221,-1128.1647,-1128.183539,-543.633799,-3.390382500000726,8.231544999976848,-3.589927500067631,-0.1995450000669052,11.621927499977572,11.82147250004448,,,C=Cc1ccc2(C3CCCCC3)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1,C=Cc1ccc(C2CCCCC2)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,C=Cc1ccc2(C3CCCCC3)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1>>C=Cc1ccc(C2CCCCC2)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H]>>[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H]
Styrene_H13_Int1_Sub5,Styrene_H13_interpolation_Sub5_v2,Styrene_H13_Int2_Sub5,Styrene_H13_Int1_Sub5,-1011.596325,-1011.57821,-1011.596009,-427.050116,-1.374224999954663,9.992937500024084,-1.1759349999559277,0.1982899999987353,11.367162499978749,11.168872499980012,,,C=Cc1ccc2(C(C)C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1,C=Cc1ccc(C(C)C)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,C=Cc1ccc2(C(C)C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1>>C=Cc1ccc(C(C)C)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H]>>[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H]
Styrene_H13_Int1_Sub6,Styrene_H13_interpolation_Sub6_v2,Styrene_H13_Int2_Sub6,Styrene_H13_Int1_Sub6,-933.085982,-933.069127,-933.087616,-348.542499,0.3363400000782235,10.912852500055692,-0.6889949999725786,-1.025335000050802,10.576512499977468,11.60184750002827,,,C=Cc1ccc2(C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1,C=Cc1ccc(C)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,C=Cc1ccc2(C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c1>>C=Cc1ccc(C)[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]([H])([H])[H],[c]1([H])[c]([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H]>>[C]1[C]([H])[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]1[C]([H])([H])[H]
Styrene_H9_Int1_Sub11,Styrene_H9_interpolation_Sub11_v2,Styrene_H9_Int2_Sub11,Styrene_H9_Int1_Sub11,-1128.186968,-1128.166388,-1128.184211,-543.634616,-5.228957499924434,7.684992500001329,-3.49893999994066,1.7300174999837736,12.913949999925762,11.183932499941989,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC2CCCCC2)c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC1CCCCC1,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC2CCCCC2)c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC1CCCCC1,[c]1([H])[c]([C](=[C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub12,Styrene_H9_interpolation_Sub12_v2,Styrene_H9_Int2_Sub12,Styrene_H9_Int1_Sub12,-1050.856098,-1050.835878,-1050.85344,-466.306397,-3.565454999951072,9.122594999974323,-1.8975600000244697,1.6678949999266024,12.688049999925395,11.020154999998796,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(C)(C)C)c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(C)(C)C,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(C)(C)C)c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(C)(C)C,[c]1([H])[c]([C](=[C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub13,Styrene_H9_interpolation_Sub13_v2,Styrene_H9_Int2_Sub13,Styrene_H9_Int1_Sub13,-1011.600765,-1011.580737,-1011.597996,-427.051536,-3.2692749999854698,9.298295000030096,-1.531727499949369,1.7375475000361007,12.567570000015564,10.830022499979464,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(C)C)c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(C)C,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(C)C)c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(C)C,[c]1([H])[c]([C](=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub19,Styrene_H9_interpolation_Sub19_v2,Styrene_H9_Int2_Sub19,Styrene_H9_Int1_Sub19,-1128.185417,-1128.16476,-1128.180779,-543.633891,-4.71064249994896,8.251625000068827,-1.8002975000203492,2.910344999928612,12.962267500017788,10.051922500089177,,,C=Cc1cc(C2CCCCC2)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cc(C2CCCCC2)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cc(C2CCCCC2)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cc(C2CCCCC2)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub20,Styrene_H9_interpolation_Sub20_v2,Styrene_H9_Int2_Sub20,Styrene_H9_Int1_Sub20,-1050.852562,-1050.831459,-1050.847789,-466.303074,-3.431797500003171,9.81033500002141,-0.4367399999317456,2.995057500071425,13.242132500024582,10.247074999953156,,,C=Cc1cc(C(C)(C)C)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cc(C(C)(C)C)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cc(C(C)(C)C)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cc(C(C)(C)C)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub22,Styrene_H9_interpolation_Sub22_v2,Styrene_H9_Int2_Sub22,Styrene_H9_Int1_Sub22,-933.090155,-933.069641,-933.0856,-348.542322,-2.393284999949969,10.479250000009015,0.464977500038799,2.8582624999887685,12.872534999958988,10.014272499970218,,,C=Cc1cc(C)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cc(C)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cc(C)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cc(C)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]([H])([H])[H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([C]([H])([H])[H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub24,Styrene_H9_interpolation_Sub24_v2,Styrene_H9_Int2_Sub24,Styrene_H9_Int1_Sub24,-1008.251267,-1008.231051,-1008.243786,-423.701116,-3.8478299999515286,8.837710000051544,0.8464975000386232,4.694327499990152,12.685540000003073,7.991212500012921,,,C=Cc1cc(OC)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cc(OC)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cc(OC)cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cc(OC)cc[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([O][C]([H])([H])[H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([O][C]([H])([H])[H])[C]([H])[C]1[H]
Styrene_H9_Int1_Sub5,Styrene_H9_interpolation_Sub5_v2,Styrene_H9_Int2_Sub5,Styrene_H9_Int1_Sub5,-1011.59695,-1011.577727,-1011.593824,-427.050093,-1.7808449999624545,10.281587500044369,0.180720000007426,1.9615649999698803,12.06243250000682,10.10086750003694,,,C=Cc1cccc2(C(C)C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cccc(C(C)C)[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cccc2(C(C)C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cccc(C(C)C)[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H]
Styrene_H9_Int1_Sub6,Styrene_H9_interpolation_Sub6_v2,Styrene_H9_Int2_Sub6,Styrene_H9_Int1_Sub6,-933.087131,-933.067954,-933.084873,-348.542412,-0.4392499999610777,11.594317500047282,0.9776450000285308,1.4168949999896086,12.03356750000836,10.616672500018751,,,C=Cc1cccc2(C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12,C=Cc1cccc(C)[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,C=Cc1cccc2(C)->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c12>>C=Cc1cccc(C)[c-]1->[Pd+2]1(<-O=C(C)O)<-O=C(C)[O-]->1,[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[C]([H])([H])[H],[c]1([H])[c]([C](=[C]([H])[H])[H])[c]([H])[c]([H])[c]([H])[c]1[C]([H])([H])[H]>>[C]1[C]([C]([C]([H])[H])[H])[C]([H])[C]([H])[C]([H])[C]1[C]([H])([H])[H]
Styrene_H9_Int1_Sub9,Styrene_H9_interpolation_Sub9_v2,Styrene_H9_Int2_Sub9,Styrene_H9_Int1_Sub9,-1230.712628,-1230.692099,-1230.709172,-646.167348,-0.7912774999996941,12.090669999935528,1.3773624999467415,2.168639999946436,12.881947499935222,10.713307499988789,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(F)(F)F)c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(F)(F)F,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cccc(C=CC(F)(F)F)c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccccc1C=CC(F)(F)F,[c]1([H])[c]([C](=[C]([H])[C]([F])([F])[F])[H])[c]([H])[c]([H])[c]([H])[c]1[H],[C]1[C]([C]([C]([H])[C]([F])([F])[F])[H])[C]([H])[C]([H])[C]([H])[C]1[H],[c]1([H])[c]([C](=[C]([H])[C]([F])([F])[F])[H])[c]([H])[c]([H])[c]([H])[c]1[H]>>[C]1[C]([C]([C]([H])[C]([F])([F])[F])[H])[C]([H])[C]([H])[C]([H])[C]1[H]
